30	0
553.6	0.544
612.9	0.607
683.31	0.675
716.65	0.712
748.49	0.748
795.18	0.794
927.28	0.932
1025.42	1.031
1048.84	1.051
1057.89	1.059
1068.74	1.068
1094.12	1.086
1134.73	1.117
1174.62	1.146
1197.08	1.165
1252.26	1.213
1285.09	1.242
1695	1.67
1872	1.861
2636	2.682
2735	2.788
2997.5	3.07
3028	3.103
3150	3.234
