34.1	0
479.74	0.473
510.52	0.504
547.75	0.543
547.75	0.543
547.75	0.543
569.66	0.565
611.39	0.61
664.95	0.662
697.11	0.692
856.08	0.84
907.88	0.886
946.5	0.921
1024.39	0.991
1071.12	1.032
1111.13	1.067
1200.93	1.15
1246	1.195
1359	1.304
1785	1.74
1858	1.773
1970	1.873
2375	2.234
2736	2.556
2806	2.618
2885	2.689
2923	2.722
2980	2.773
2277	2.147
2295	2.163
2317	2.182
2330	2.194
2362	2.222
3092	2.873
3111	2.89
3130	2.907
